day,date,TA,TB,tdiff,Dept_A,Dept_B,Dest_A,Dest_B,FB_pc,cruise_pc,Distance,dev,FB_solo,FB_form,lon1,lat1,lon2,lat2,lon3,lat3,lon4,lat4,lon5,lat5,lon6,lat6,Exp,SD
Mon,012230,2230,2300,30,BOS,BOS,DUB,SNN,7.8322,87.6941,4730.0052,11.1478,56637.6842,52201.7049,-71.0052,42.3643,-71.0052,42.3643,-68.2416,43.8232,-12.0442,53.5439,-6.2701,53.4213,-8.9248,52.702,54630.8233,944.8107
Mon,010305,0305,0135,89.9926,BOS,BOS,CDG,ZRH,7.8012,85.705,5772.3166,0.38126,73617.2659,67874.2414,-71.0052,42.3643,-71.0052,42.3643,-67.3278,44.1218,-0.43364,49.7474,2.55,49.0128,8.5492,47.4647,70680.5855,1128.4307
Mon,012030,2030,2120,21.8959,ATL,CLT,FRA,FRA,8.6339,88.1715,7345.4737,14.972,89464.9844,81740.6561,-84.4281,33.6367,-80.9431,35.214,-78.0515,37.4127,5.8777,51.2282,8.5431,50.0264,11.7861,50.0264,84450.8213,1020.4325
Mon,012355,2355,2030,205,CLT,CLT,LGW,MUC,8.3047,87.6634,6787.4709,1.9775,82118.9238,75299.1616,-80.9431,35.214,-80.9431,35.214,-78.6651,36.8941,-3.101,51.6927,-0.19028,51.1481,8.5431,48.3538,77319.6783,975.3257
Mon,012330,2330,2350,20,CVG,CVG,CDG,FRA,8.8649,91.276,6556.3827,0.33758,66728.3751,60812.9511,-84.6678,39.0488,-84.6678,39.0488,-82.4573,40.4904,-2.922,50.7711,2.55,49.0128,-0.19028,50.0264,63257.9222,1164.7504
Mon,012005,2005,2345,220,DEN,DEN,LHR,MUC,8.5736,89.9258,8224.7197,92.3582,110423.9012,100956.5711,-104.6732,39.8617,-104.6732,39.8617,-102.0403,42.3776,5.7042,52.5812,11.7861,51.4775,8.5431,48.3538,104469.1122,1477.4704
Mon,012010,2010,2210,121.6658,DFW,DFW,CDG,FRA,8.9907,92.6758,7986.9484,0.42365,88543.321,80582.6783,-97.038,32.8968,-97.038,32.8968,-95.0079,34.7286,-0.081042,50.9109,4.7639,49.0128,2.55,50.0264,83162.0267,1114.7893
Mon,012335,2335,2125,161.5263,CVG,DTW,LGW,AMS,8.5207,88.7036,6644.1223,26.2789,96777.3314,88531.216,-84.6678,39.0488,-83.3534,42.2124,-81.2408,43.6262,2.1546,53.1086,8.5431,51.1481,4.7639,52.3086,91431.8765,1511.3883
Mon,012210,2210,2300,49.973,DTW,DTW,DUS,FRA,8.3005,90.0531,6179.9634,0.96758,74177.5743,68020.494,-83.3534,42.2124,-83.3534,42.2124,-80.7188,43.7945,-3.2471,52.069,-0.46139,51.2895,2.55,50.0264,70323.4017,1205.8698
Mon,010140,0140,0115,25,DTW,DTW,CDG,LGW,8.7125,88.579,6351.8485,0.42599,43759.5773,39947.0291,-83.3534,42.2124,-83.3534,42.2124,-81.1098,43.5654,-3.0037,51.9466,6.7668,49.0128,-0.19028,51.1481,41381.8793,649.0809
Mon,010010,0010,1950,1149.3299,CVG,DTW,AMS,LHR,8.5686,87.9098,6634.7446,26.5422,62796.4093,57415.6159,-84.6678,39.0488,-83.3534,42.2124,-80.8294,43.8897,1.9272,53.1743,4.7639,52.3086,8.5431,51.4775,59234.3977,891.9516
Mon,010140,0140,2230,1276.3059,BOS,EWR,FRA,BRU,8.1539,84.7284,5897.8739,0.68264,71960.121,66092.5469,-71.0052,42.3643,-74.1687,40.6925,-67.4521,44.2565,1.3555,51.6238,8.5431,50.0264,4.4844,50.9014,68933.0666,1273.0058
Mon,012235,2235,2035,120.3824,EWR,EWR,AMS,DUS,8.5135,88.6657,5955.2037,3.5099,72745.5787,66552.3675,-74.1687,40.6925,-74.1687,40.6925,-70.8812,42.7526,1.522,53.0077,4.7639,52.3086,6.7668,51.2895,69356.8376,1491.7958
Mon,012200,2200,2140,5.2944,BOS,EWR,FCO,FCO,8.7991,90.479,6730.2758,0.38157,71013.8281,64765.2168,-71.0052,42.3643,-74.1687,40.6925,-68.3561,43.4602,9.8156,42.8602,12.2508,41.8045,12.2508,41.8045,67158.5562,1214.4211
Mon,010120,0120,2335,1335,EWR,EWR,BFS,GLA,8.405,90.7184,5156.4791,32.146,35424.7141,32447.2499,-74.1687,40.6925,-74.1687,40.6925,-72.0488,42.1082,-8.786,55.883,-6.2158,54.6575,-4.4331,55.8719,33866.2767,655.8259
Mon,012025,2025,0035,1160.1941,BOS,EWR,MXP,GVA,8.2662,87.4382,6170.0634,1.0686,73537.3785,67458.6066,-71.0052,42.3643,-74.1687,40.6925,-68.1021,43.6664,3.36,47.1069,8.7281,45.6306,6.109,46.2381,70119.5326,1224.8801
Mon,012300,2300,2330,30,EWR,EWR,BHX,MAN,8.6773,91.0009,5420.4156,12.8333,37290.2728,34054.4886,-74.1687,40.6925,-74.1687,40.6925,-71.9937,42.0596,-5.4153,53.8274,-1.748,52.4539,-2.275,53.3537,35579.6708,644.6433
Mon,012325,2325,0015,1391.6463,EWR,EWR,FRA,MUC,8.5813,89.416,6358.0832,3.6381,67491.1967,61699.5463,-74.1687,40.6925,-74.1687,40.6925,-71.5432,42.2726,5.3813,50.899,8.5431,50.0264,11.7861,48.3538,64197.9795,1125.6096
Mon,010120,0120,2245,1289.6952,BWI,IAD,LHR,CDG,8.312,89.4744,6030.0917,29.4581,71510.7961,65566.7931,-76.6683,39.1754,-77.4558,38.9445,-74.4157,40.5812,-3.471,51.1956,-0.46139,51.4775,2.55,49.0128,68358.5258,1174.3893
Mon,012140,2140,2115,98.4709,ATL,IAD,CPH,CPH,8.0358,86.5612,6967.8845,4.9556,76640.3582,70481.6672,-84.4281,33.6367,-77.4558,38.9445,-75.2848,40.795,9.2398,56.436,12.656,55.6179,12.656,55.6179,73203.3894,1046.009
Mon,012330,2330,0030,1422.7623,CVG,IAD,FCO,FCO,8.2421,90.4565,7516.4015,72.4936,76285.4644,69997.9348,-84.6678,39.0488,-77.4558,38.9445,-76.0308,40.9048,10.054,42.7769,12.2508,41.8045,12.2508,41.8045,72251.4429,1141.4671
Mon,012200,2200,2123,37.9829,IAD,IAD,BRU,FRA,8.7421,89.9673,6398.3842,0.5985,107092.394,97730.2741,-77.4558,38.9445,-77.4558,38.9445,-75.1352,40.4711,1.4031,51.6354,4.4844,50.9014,8.5431,50.0264,101827.4824,1762.4135
Mon,012128,2128,2200,32,IAD,IAD,MUC,VIE,8.7824,90.5693,7013.8724,19.4914,97473.4571,88912.9474,-77.4558,38.9445,-77.4558,38.9445,-75.1227,40.4595,8.9885,49.2823,11.7861,48.3538,16.5697,48.1103,92384.8125,1652.3748
Mon,012125,2125,0010,1274.2336,IAH,IAH,AMS,CDG,8.9451,90.661,7981.456,20.709,98858.2927,90015.342,-95.3414,29.9844,-95.3414,29.9844,-93.545,31.7563,-3.6256,53.0683,-0.46139,52.3086,4.7639,49.0128,92774.9566,1376.7218
Mon,012105,2105,2100,4.2281,IAH,IAH,FRA,LGW,9.2702,92.3166,7908.9777,1.1691,98599.5732,89459.1953,-95.3414,29.9844,-95.3414,29.9844,-93.5068,31.727,-3.2965,51.9377,2.55,50.0264,-0.19028,51.1481,92260.5271,1389.5393
Mon,011945,1945,2035,59.5222,DFW,IAH,LHR,LHR,8.8572,92.5951,8283.2198,74.9118,138444.996,126182.6687,-97.038,32.8968,-95.3414,29.9844,-93.8634,33.8702,5.6369,52.5037,8.5431,51.4775,8.5431,51.4775,130052.3687,1617.9071
Mon,010055,0055,0225,88.0284,EWR,JFK,BRS,AMS,8.604,89.9194,5334.8562,6.6872,36727.2002,33567.1867,-74.1687,40.6925,-73.7789,40.6398,-71.5476,41.9521,-7.5739,52.7559,-2.7191,51.3827,-4.4991,52.3086,34956.2286,637.5927
Mon,012205,2205,2135,2.1551,BOS,JFK,LHR,BRU,8.3023,87.7055,5483.6051,0.11502,80047.906,73402.0511,-71.0052,42.3643,-73.7789,40.6398,-68.6861,43.5947,-3.1976,51.9951,-0.46139,51.4775,2.0785,50.9014,76527.7293,1424.7504
Mon,012300,2300,0010,1372.025,EWR,JFK,CDG,BUD,8.3973,89.9941,5950.1974,10.4068,70886.4154,64933.9025,-74.1687,40.6925,-73.7789,40.6398,-71.4706,42.1441,-0.58282,49.317,2.55,49.0128,4.4844,47.4369,67687.8774,1243.141
Mon,012150,2150,2145,6.8198,EWR,JFK,TXL,CDG,8.5058,88.1474,6663.1623,14.7224,53392.1446,48850.7296,-74.1687,40.6925,-73.7789,40.6398,-71.3148,42.3601,10.3842,53.3594,13.2877,52.5597,19.2556,49.0128,50789.2974,836.2012
Mon,012315,2315,0500,1066.9754,BOS,JFK,AMS,DUB,7.9834,86.6041,5609.4432,5.3233,67366.0787,61987.9727,-71.0052,42.3643,-73.7789,40.6398,-68.3535,43.9368,-0.80846,54.0249,4.7639,52.3086,2.55,53.4213,64424.6158,1162.4786
Mon,012130,2130,2145,11.6566,EWR,JFK,HAM,EDI,8.0652,89.086,5998.0738,26.2123,56407.0206,51857.6797,-74.1687,40.6925,-73.7789,40.6398,-71.5212,42.4895,3.5225,56.5344,9.9882,53.6304,6.7668,55.95,53561.0801,929.8831
Mon,012310,2310,0200,1272.3181,EWR,JFK,BCN,FCO,8.5069,88.4274,5954.2908,16.1981,40949.3132,37465.8015,-74.1687,40.6925,-73.7789,40.6398,-71.2228,41.5461,-5.7607,42.5571,2.0785,41.2971,-3.3725,41.8045,38867.0259,687.6179
Mon,012350,2350,2330,23.183,EWR,JFK,OSL,HEL,8.1268,88.8535,5794.6942,5.9172,54138.5481,49738.8028,-74.1687,40.6925,-73.7789,40.6398,-71.8893,42.6326,2.0041,60.8113,11.1004,60.1939,6.109,60.3172,51806.5311,893.2958
Mon,012030,2030,2145,73.5772,JFK,JFK,BCN,IST,8.2009,91.685,7752.7595,0.76813,113046.1601,103775.3964,-73.7789,40.6398,-73.7789,40.6398,-70.2691,42.5548,21.6072,42.5483,23.9445,41.2971,24.9633,40.9769,106661.0452,1877.681
Mon,010130,0130,2000,1134.5966,BOS,JFK,KEF,KEF,4.964,65.3346,5240.2449,28.7156,57820.2823,54950.0965,-71.0052,42.3643,-73.7789,40.6398,-69.3036,44.0951,-26.767,63.4353,-22.6056,63.985,28.8146,63.985,57133.6729,653.013
Mon,010215,0215,0035,73.3908,BOS,JFK,TER,LHR,1.9048,48.9998,3993.3214,259.7359,39520.7244,38767.9434,-71.0052,42.3643,-73.7789,40.6398,-66.775,43.1498,-42.3671,44.4734,-27.0908,38.7618,-22.6056,51.4775,40681.201,415.7843
Mon,012345,2345,2340,3.9581,JFK,JFK,AGP,MAD,8.1732,88.5861,5998.0526,43.1403,72356.5624,66442.6875,-73.7789,40.6398,-73.7789,40.6398,-70.9064,41.5515,-6.0405,40.3927,-0.46139,36.6749,-3.5668,40.4936,69252.8043,1272.9909
Mon,012330,2330,2205,85,JFK,JFK,DUS,MAN,7.9588,88.9706,5291.949,63.6129,53586.7036,49321.8275,-73.7789,40.6398,-73.7789,40.6398,-71.4252,41.9962,-8.8256,52.544,-6.2701,51.2895,-2.275,53.3537,51577.5901,993.5602
Mon,012245,2245,2140,68.1597,EWR,JFK,ZRH,MUC,8.5849,91.4439,6425.6902,38.0417,78224.0759,71508.5985,-74.1687,40.6925,-73.7789,40.6398,-71.7482,42.0547,6.691,49.1472,8.5492,47.4647,11.7861,48.3538,74394.9123,1518.1978
Mon,012150,2150,2135,16.7729,EWR,JFK,MXP,NCE,8.7668,91.8233,6450.2957,57.4009,67674.6495,61741.764,-74.1687,40.6925,-73.7789,40.6398,-71.629,41.9235,5.0176,45.6847,8.7281,45.6306,7.2159,43.6584,64343.103,1217.7376
Mon,012305,2305,2130,97.0406,EWR,JFK,ORY,ORY,8.7723,92.0845,5844.5717,1.0861,40241.4705,36711.359,-74.1687,40.6925,-73.7789,40.6398,-71.4694,41.8719,-0.38703,49.4037,2.3594,48.7253,2.3594,48.7253,38071.6648,710.9622
Mon,012325,2325,0200,1287.0028,EWR,JFK,SNN,SNN,8.4175,90.6776,4957.5918,1.1633,34179.2888,31302.2613,-74.1687,40.6925,-73.7789,40.6398,-71.5382,41.9429,-12.0613,53.0401,-8.9248,52.702,-8.9248,52.702,32595.0611,631.2986
Mon,012010,2010,2300,171.0693,JFK,JFK,PRG,TXL,8.367,89.9976,6482.738,46.7438,76585.2631,70177.3762,-73.7789,40.6398,-73.7789,40.6398,-70.5827,42.7777,10.1996,52.2863,14.26,50.1008,13.2877,52.5597,73131.341,1196.6976
Mon,012240,2240,2255,15.1872,JFK,JFK,MXP,VCE,8.8097,90.5405,6547.6483,14.2953,68885.0635,62816.4837,-73.7789,40.6398,-73.7789,40.6398,-71.2757,41.9108,6.0261,46.5492,8.7281,45.6306,12.3519,45.5053,65427.1322,1179.4692
Mon,011950,1950,2140,110.1863,JFK,JFK,FRA,VIE,8.8396,89.813,6616.6631,1.1839,69667.5857,63509.253,-73.7789,40.6398,-73.7789,40.6398,-71.4615,42.0993,9.2887,50.9218,12.2508,50.0264,16.5697,48.1103,66049.5199,1199.0086
Mon,012140,2140,2215,35.1342,EWR,JFK,CPH,WAW,8.1391,87.4381,6530.3664,6.1591,71851.6181,66003.577,-74.1687,40.6925,-73.7789,40.6398,-71.7243,42.25,9.2129,56.3976,12.656,55.6179,20.9671,52.1658,68503.3096,1212.8176
Mon,010105,0105,2125,1221.9524,JFK,JFK,GVA,ZRH,8.8794,92.53,6353.5943,28.2474,93999.1168,85652.5914,-73.7789,40.6398,-73.7789,40.6398,-71.3566,41.9248,5.7626,47.3165,8.5431,46.2381,8.5492,47.4647,88976.1135,1631.3197
Mon,010035,0035,0035,0.50545,LAX,LAX,AMS,DUS,9.4163,93.7784,9044.8138,0.55509,142595.0681,129167.8951,-118.4081,33.9425,-118.4081,33.9425,-116.8104,36.0609,2.6646,53.5487,4.7639,52.3086,6.7668,51.2895,132498.8127,1737.9382
Mon,010615,0615,2220,965,LAX,LAX,CDG,FCO,9.1035,89.2157,9652.9786,0.13166,135666.7274,123316.3399,-118.4081,33.9425,-118.4081,33.9425,-116.7616,35.8645,0.22309,50.4242,2.55,49.0128,12.2508,41.8045,126565.8916,1521.4995
Mon,012300,2300,0325,1142.2761,LAS,LAX,LGW,LHR,9.2914,92.225,8600.887,9.8443,143829.1849,130465.5111,-115.1522,36.0801,-118.4081,33.9425,-113.6028,37.7705,-3.0491,52.7939,-0.19028,51.1481,-0.46139,51.4775,134119.8786,2018.786
Mon,010035,0035,0340,185.0571,LAX,LAX,FRA,MUC,9.3356,92.2449,9470.1124,3.1704,130578.6404,118388.3797,-118.4081,33.9425,-118.4081,33.9425,-116.3464,36.6687,6.3314,51.5431,8.5431,50.0264,11.7861,48.3538,121702.0028,1504.8752
Mon,012215,2215,2120,54.0023,MCO,MCO,LGW,MAN,8.865,91.9079,6926.348,62.9612,114918.7888,104731.182,-81.309,28.4294,-81.309,28.4294,-79.4404,30.1207,-5.2299,52.2986,-2.275,51.1481,-0.19028,53.3537,108477.4121,1674.2865
Mon,012120,2120,2345,146.97,MIA,MIA,AMS,DUS,8.9602,91.3118,7281.9926,1.4988,107142.6548,97542.4157,-80.2906,25.7933,-80.2906,25.7933,-78.6069,27.4361,-3.34,52.5507,-0.46139,52.3086,4.7639,51.2895,100657.5485,1555.5821
Mon,010005,0005,2350,1424.9723,MIA,MIA,CDG,LHR,8.8274,91.9894,7727.0489,67.0748,92519.7223,84352.6395,-80.2906,25.7933,-80.2906,25.7933,-78.3633,27.596,3.3694,50.8106,6.7668,49.0128,8.5492,51.4775,86910.7971,1226.2915
Mon,012140,2140,2015,83.9703,MIA,MIA,FCO,MAD,8.8477,89.1009,7978.9705,7.1584,132366.5431,120655.1301,-80.2906,25.7933,-80.2906,25.7933,-78.185,27.1954,0.24428,42.2582,2.55,41.8045,12.2508,40.4936,124396.452,1814.9931
Mon,012110,2110,1930,101.5833,MIA,MIA,FRA,ZRH,7.8596,85.6462,7382.2623,2.9035,123221.0467,113536.3107,-80.2906,25.7933,-80.2906,25.7933,-77.7258,28.0367,-6.8881,50.2724,-3.5668,50.0264,8.5431,47.4647,116830.3488,1524.2299
Mon,012015,2015,2040,25,MSP,MSP,AMS,KEF,6.1609,76.8356,6387.5066,205.4328,76020.6841,71337.1433,-93.2218,44.882,-93.2218,44.882,-91.0297,46.8531,-13.1781,63.6485,4.7639,52.3086,2.55,63.985,73665.2559,985.4585
Mon,010250,0250,0020,148.131,MSP,MSP,CDG,LHR,6.9219,78.4306,5869.0987,61.915,57399.5605,53426.445,-93.2218,44.882,-93.2218,44.882,-90.2752,46.2829,-24.9121,52.8719,-0.46139,49.0128,-22.6056,51.4775,55296.9731,692.6193
Mon,010040,0040,0020,131.0839,DFW,ORD,AMS,AMS,7.9341,83.8465,6945.5925,4.3381,84916.7779,78179.3985,-97.038,32.8968,-87.9048,41.9786,-85.66,43.4772,-3.5242,53.2145,-0.46139,52.3086,-0.46139,52.3086,82397.1553,1266.6796
Mon,012230,2230,0305,1165.0001,ORD,ORD,CPH,DUB,7.5553,85.8627,6653.7255,8.5061,89703.6151,82926.217,-87.9048,41.9786,-87.9048,41.9786,-84.8817,44.3021,-0.90705,56.5506,2.55,55.6179,12.656,53.4213,85812.9313,1404.0827
Mon,012314,2314,2240,32.9708,ORD,ORD,BRU,LHR,8.6376,89.9977,6524.2616,13.1272,78812.8102,72005.2778,-87.9048,41.9786,-87.9048,41.9786,-85.5027,43.5299,-3.2043,52.3276,4.7639,50.9014,-0.46139,51.4775,74831.8305,1326.7351
Mon,012115,2115,2145,29.1274,ORD,ORD,FCO,MAD,7.1615,85.9335,7135.456,145.8768,83102.8399,77151.3889,-87.9048,41.9786,-87.9048,41.9786,-84.1082,43.5586,-5.5661,42.4767,6.7668,41.8045,-3.5668,40.4936,79288.2553,1483.6058
Mon,012350,2350,2330,20,ORD,ORD,DUS,MAN,8.2934,89.3843,6100.776,70.9889,72305.4449,66308.8484,-87.9048,41.9786,-87.9048,41.9786,-85.326,43.597,-9.0887,53.2292,-6.2701,51.2895,-2.275,53.3537,69233.1684,1202.3728
Mon,012025,2025,2250,145,ORD,ORD,FRA,MUC,8.9644,93.2117,7244.9344,33.0707,73661.9428,67058.5752,-87.9048,41.9786,-87.9048,41.9786,-85.7293,43.5321,9.3297,50.276,12.2508,50.0264,11.7861,48.3538,69390.2773,1179.1812
Mon,010000,0000,2155,1315.3687,ORD,ORD,KRK,MXP,8.5899,90.3281,7164.5184,102.8125,111068.5842,101527.8837,-87.9048,41.9786,-87.9048,41.9786,-85.3994,43.6589,5.3373,50.5214,8.5431,50.0777,8.7281,45.6306,105268.4626,1784.0164
Mon,012125,2125,2225,61.6787,ORD,ORD,ARN,WAW,7.5814,88.0085,7250.4797,126.3766,79190.7974,73186.9872,-87.9048,41.9786,-87.9048,41.9786,-85.9464,44.0155,13.7748,59.7388,17.9186,59.6519,20.9671,52.1658,75786.7146,1181.9352
Mon,012130,2130,0010,1281.0002,ORD,ORD,CDG,ZRH,8.6738,89.3649,6957.9206,0.418,82617.4319,75451.3456,-87.9048,41.9786,-87.9048,41.9786,-84.5656,44.0531,1.9833,49.9865,4.4844,49.0128,8.5492,47.4647,78116.5226,1504.5101
Mon,012117,2117,2235,59.7544,IAD,PHL,AMS,AMS,8.4051,90.7467,6103.5071,2.8717,62089.066,56870.4161,-77.4558,38.9445,-75.2411,39.8719,-73.0307,41.3377,1.8246,52.9439,4.7639,52.3086,4.7639,52.3086,58874.5059,975.6827
Mon,012120,2120,2245,97.652,EWR,PHL,ARN,ARN,8.3512,91.0259,6371.1629,0.3914,70325.0158,64452.0471,-74.1687,40.6925,-75.2411,39.8719,-72.124,42.6593,14.0975,60.4751,17.9186,59.6519,17.9186,59.6519,66990.7785,1082.6935
Mon,012030,2030,2030,86.7775,ATL,PHL,ATH,ATH,8.6736,88.4665,8618.7905,0.54103,88286.5399,80628.8753,-84.4281,33.6367,-75.2411,39.8719,-72.8285,41.1367,22.0087,39.0729,23.9445,37.9364,23.9445,37.9364,83861.2726,1255.8937
Mon,010050,0050,2220,1302.6095,JFK,PHL,ATH,BCN,7.7246,91.0884,6431.3004,33.8305,65275.607,60233.3193,-73.7789,40.6398,-75.2411,39.8719,-72.6484,40.9039,-0.44746,41.3812,4.7639,37.9364,2.0785,41.2971,62185.3151,1015.1462
Mon,011200,1200,2245,654.8506,EWR,PHL,LHR,CDG,8.182,88.8636,5787.1183,28.6607,68723.03,63100.1054,-74.1687,40.6925,-75.2411,39.8719,-71.9015,41.8428,-3.4595,51.2323,-0.46139,51.4775,2.55,49.0128,65930.3529,1200.861
Mon,012310,2310,0105,1342.8126,IAD,PHL,DUB,DUB,7.9481,89.2833,5359.6197,2.472,50713.3459,46682.6074,-77.4558,38.9445,-75.2411,39.8719,-73.0962,41.2419,-9.7042,53.8275,-6.2701,53.4213,-6.2701,53.4213,48421.2571,812.2656
Mon,012130,2130,2205,45.376,EWR,PHL,ATH,FCO,8.09,85.3825,7495.2951,17.5063,78580.5835,72223.431,-74.1687,40.6925,-75.2411,39.8719,-71.3066,42.0153,10.0381,42.759,23.9445,37.9364,12.2508,41.8045,74425.7253,1120.7046
Mon,012350,2350,0100,1358.9857,EWR,PHL,EDI,GLA,8.6138,89.6406,5278.242,0.88322,36360.3853,33228.3765,-74.1687,40.6925,-75.2411,39.8719,-72.089,42.1418,-7.8199,56.2186,-3.3725,55.95,-4.4331,55.8719,34586.5796,621.9466
Mon,010025,0025,0040,25.8709,EWR,PHL,LGW,LGW,8.6191,90.8982,5655.0712,0.26548,38941.1654,35584.7861,-74.1687,40.6925,-75.2411,39.8719,-71.9233,41.9928,-3.1324,51.7266,-0.19028,51.1481,-0.19028,51.1481,36908.2287,647.9893
Mon,012250,2250,2215,51.6858,IAD,PHL,LHR,LHR,8.5696,89.6922,5796.5471,1.9333,96876.1645,88574.2611,-77.4558,38.9445,-75.2411,39.8719,-72.8276,41.3416,-3.6528,52.0745,-0.46139,51.4775,-0.46139,51.4775,91913.8301,1625.5336
Mon,012215,2215,0035,1287.8629,EWR,PHL,LIS,LIS,8.0842,89.6574,5493.6868,3.4147,51551.9597,47384.4021,-74.1687,40.6925,-75.2411,39.8719,-71.048,41.5116,-11.596,39.6043,-9.1359,38.7813,-9.1359,38.7813,49415.0973,826.1031
Mon,010030,0030,2210,1310.3069,EWR,PHL,MAD,MAD,8.2452,89.981,5850.0371,2.3343,62018.0578,56904.5447,-74.1687,40.6925,-75.2411,39.8719,-71.0949,41.7003,-6.2185,41.3878,-3.5668,40.4936,-3.5668,40.4936,59040.3835,1004.2423
Mon,012305,2305,0035,1339.0599,EWR,PHL,DUB,MAN,8.4263,87.8592,5319.7785,3.3998,36637.4181,33550.2488,-74.1687,40.6925,-75.2411,39.8719,-71.9716,42.0393,-9.4467,53.8052,-6.2701,53.4213,-2.275,53.3537,35016.1744,566.8969
Mon,012015,2015,0035,1180,PHL,PHL,FRA,MUC,8.4821,90.1873,6486.5224,3.9763,78430.6003,71778.0374,-75.2411,39.8719,-75.2411,39.8719,-72.708,41.4604,5.8161,50.7815,8.5431,50.0264,11.7861,48.3538,74017.2,1138.2581
Mon,012025,2025,2225,120,PHL,PHL,MXP,VCE,8.7757,91.1393,6698.5734,15.0281,68113.295,62135.908,-75.2411,39.8719,-75.2411,39.8719,-72.8411,41.1508,6.2804,46.4676,8.7281,45.6306,12.3519,45.5053,64411.9041,1068.875
Mon,012140,2140,2220,21.77,IAD,PHL,ZRH,ZRH,8.5874,91.3866,6567.2653,1.4354,66834.2306,61094.8969,-77.4558,38.9445,-75.2411,39.8719,-72.8964,41.2098,5.992,48.2669,8.5492,47.4647,8.5492,47.4647,62993.2321,1101.7269
Mon,010220,0220,0225,79.6909,DEN,PHX,FRA,LHR,8.4807,87.7175,8037.2636,19.9635,135744.3206,124232.2149,-104.6732,39.8617,-112.0116,33.4343,-102.606,41.6121,-3.1967,51.9616,-0.46139,50.0264,-0.46139,51.4775,126829.6947,2060.7749
Mon,010215,0215,2325,1276.4289,LAX,SAN,ZRH,LGW,8.864,90.1429,9209.6811,40.7963,109954.0443,100207.6844,-118.4081,33.9425,-117.1897,32.7336,-116.2725,35.8485,-2.519,52.3766,8.5492,47.4647,-0.19028,51.1481,103222.5471,1147.9555
Mon,010145,0145,1955,1090.4147,SEA,SEA,AMS,CDG,8.9712,90.7114,7887.4505,4.5429,123022.7481,111986.0986,-122.3093,47.449,-122.3093,47.449,-120.1711,49.4963,-2.3072,53.6889,-0.46139,52.3086,4.7639,49.0128,114840.4839,1319.4977
